Current Date: 18-Sep-2022
Instrument Serial Number: EC202906C1
Software Name: InCyte
Version Number: 4.0


  Well ,  Sample ID ,  Date , Syms.Percent Percent for SymPop gated by Syms  (%) , Syms.Count Count for SymPop gated by Syms, Syms.Concentration Concentration for SymPop gated by Syms  (cells/mL) , Per.Mean Mean for SymPop gated by Syms, Per.Median Median for SymPop gated by Syms, Per.PercentCV % CV for SymPop gated by Syms  (%) , Chl.Mean Mean for SymPop gated by Syms, Chl.Median Median for SymPop gated by Syms, Chl.PercentCV % CV for SymPop gated by Syms  (%) , Flavin.Mean Mean for SymPop gated by Syms, Flavin.Median Median for SymPop gated by Syms, Flavin.PercentCV % CV for SymPop gated by Syms  (%) ,
 C07, 158-Rep 002, 09.18.2022, 100, 3620, 51350.7843074211, 8085.5902039461, 9950.62633801752, 47.857745917638, 9185.725256408, 10000.8344829967, 42.9644492707288, 79.007479309058, 79.0578151574546, 140.189994605609,
 C08, 158-Rep 001, 09.18.2022, 100, 4510, 91138.3396537943, 8324.97925214095, 10137.8013079193, 47.4634134918029, 9403.41435210604, 10148.3031648088, 43.8954099058989, 83.102982958549, 81.1177527265726, 180.675400667871,
 C08, 158-Rep 002, 09.18.2022, 100, 4530, 102514.694356955, 8152.19896124329, 9919.74463237559, 46.7537352195658, 9317.06818228866, 10176.3874041588, 41.3759892126419, 81.0129820579325, 80.0507661498548, 146.390193292744,
 C09, 159-Rep 001, 09.18.2022, 100, 4568, 90997.3773134994, 7066.57210607664, 7986.55936272428, 50.9738939697288, 9879.98976265547, 10375.0172329955, 48.7384211439051, 102.630307244488, 102.743988310642, 69.4088971540159,
 C09, 159-Rep 002, 09.18.2022, 100, 4603, 100833.193859463, 6935.56827807384, 7860.04588323875, 52.281791495357, 9794.52464311767, 10193.3177684289, 50.9483319312239, 102.554678565981, 104.375325115136, 69.5958571353644,
 C10, 159-Rep 001, 09.18.2022, 100, 4562, 102957.873275266, 7183.03191646423, 8210.25618282828, 53.6529815462527, 9854.04857566633, 10227.5999232618, 53.0059081774205, 103.571690643714, 104.424671963415, 123.617362126509,
 C10, 159-Rep 002, 09.18.2022, 100, 4561, 101037.794975563, 7166.37630572371, 8247.52540157595, 51.5656571980134, 9763.13303211104, 10206.9025098941, 50.9040073273871, 104.631039535582, 105.306566732947, 73.6586695184299,
 C11, 159-Rep 001, 09.18.2022, 100, 4566, 71084.0376593092, 6740.31965678231, 7766.89767160345, 49.6249479112811, 9050.35186206436, 9584.03845792741, 47.589206056223, 95.7502678659845, 96.3914937810345, 68.3082583581665,
 C11, 159-Rep 002, 09.18.2022, 100, 4366, 62023.4866975061, 6598.71252153539, 7555.06493037638, 49.958445260507, 8903.42839113494, 9423.72621239486, 46.8902835295035, 95.329167029814, 96.7091205486166, 64.9905678492271,
 C12, 159-Rep 001, 09.18.2022, 100, 4527, 67730.1277571034, 6552.49554376833, 7334.72949810685, 50.6865700856316, 8917.86910786068, 9357.82064157928, 48.0378362912703, 98.2624663263493, 98.9756721029651, 71.06092237504,
 C12, 159-Rep 002, 09.18.2022, 100, 4385, 62239.3327250521, 6488.47459910447, 7305.8753212999, 50.3786983591851, 8912.407408441, 9398.87484728062, 47.0613403735343, 98.6596039140834, 100.18759719696, 68.4249625828688,
 D01, 163-Rep 001, 09.18.2022, 100, 1332, 18923.76602342, 5696.14760219994, 5533.44680128635, 59.6000293467742, 8419.1483192938, 8795.32264755722, 57.163712107765, 92.476587157495, 87.2266416421203, 135.121484937212,
 D01, 163-Rep 002, 09.18.2022, 100, 1309, 18576.1055084031, 5846.24841377359, 5715.91236607096, 60.9090196775013, 8621.8004627486, 9031.39333201209, 56.8567569971591, 95.639644923739, 87.689193624253, 150.555804392567,
